date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:03	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3046308162816875423/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3046308162816875423/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_20.html)
22:58:05	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8835665992240355721/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8835665992240355721/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_65.html)
22:58:06	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2121029334775730662/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2121029334775730662/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_30.html)
22:58:08	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8244740201671765955/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8244740201671765955/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_66.html)
22:58:10	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7580031739326809338/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7580031739326809338/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_18.html)
22:58:12	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1222194421406543895/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1222194421406543895/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_26.html)
22:58:13	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6783221396628611375/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6783221396628611375/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/who-is-actually-terrorism.html)
22:58:14	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6868609399849256819/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6868609399849256819/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_80.html)
22:58:16	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2194739596857592677/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2194739596857592677/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/a-jewish-tourist-complained-about-statue.html)
22:58:17	14940/14940	---M--	200	added ('OK')	image/jpeg	etag:%22vee3%22	https://1.bp.blogspot.com/-inq116WT0pw/YTKK1DyvYAI/AAAAAAAADuI/88eef_q5cBgMfo6ErhLxJ_gSAEbNEvoxwCPcBGAYYCw/s320/FB_IMG_1630702166306.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-inq116WT0pw/YTKK1DyvYAI/AAAAAAAADuI/88eef_q5cBgMfo6ErhLxJ_gSAEbNEvoxwCPcBGAYYCw/s320/FB_IMG_1630702166306.jpg	(from https://importanceofislambdforall.blogspot.com/2021/09/a-jewish-tourist-complained-about-statue.html)
22:58:17	15447/15447	---M--	200	added ('OK')	image/jpeg	etag:%22vee3%22	https://1.bp.blogspot.com/-inq116WT0pw/YTKK1DyvYAI/AAAAAAAADuI/88eef_q5cBgMfo6ErhLxJ_gSAEbNEvoxwCPcBGAYYCw/s600/FB_IMG_1630702166306.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-inq116WT0pw/YTKK1DyvYAI/AAAAAAAADuI/88eef_q5cBgMfo6ErhLxJ_gSAEbNEvoxwCPcBGAYYCw/s600/FB_IMG_1630702166306.jpg	(from https://importanceofislambdforall.blogspot.com/2021/09/a-jewish-tourist-complained-about-statue.html)
22:58:19	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7628113899264556740/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7628113899264556740/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_14.html)
22:58:21	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3047973569849158940/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3047973569849158940/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_1.html)
22:58:22	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7485556766143718412/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7485556766143718412/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_98.html)
22:58:24	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3611736974613258900/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3611736974613258900/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_61.html)
22:58:25	850/850	---MC-	200	added ('OK')	text/javascript	date:Sun,%2007%20Nov%202021%2016:58:25%20GMT	https://www.google.com/recaptcha/api.js	D:/Websites/importanceofislam/www.google.com/recaptcha/api.js	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_61.html)
22:58:27	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2172272227371330293/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2172272227371330293/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_27.html)
22:58:28	1/1	---MC-	200	added ('OK')	text/css	date:Sun,%2007%20Nov%202021%2016:58:28%20GMT	https://draft.blogger.com/dyn-css/authorization.css?targetBlogID=8522550924348183327&zx=47ea0658-ed97-4fa9-b980-60890fe64995	D:/Websites/importanceofislam/draft.blogger.com/dyn-css/authorization9f7d.css	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_27.html)
22:58:29	158413/158413	---M--	200	added ('OK')	text/javascript	date:Wed,%2003%20Nov%202021%2022:52:51%20GMT	https://www.blogger.com/static/v1/widgets/2009981497-widgets.js	D:/Websites/importanceofislam/www.blogger.com/static/v1/widgets/2009981497-widgets.js	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_27.html)
22:58:29	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4823720794617854827/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4823720794617854827/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_84.html)
22:58:31	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1455906520061537340/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1455906520061537340/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_71.html)
22:58:33	1306/1306	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/894325952470302003/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/894325952470302003/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_14.html)
22:58:35	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1100077785101427058/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1100077785101427058/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/this-is-islam-watch-video.html)
22:58:37	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6789001738982704435/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6789001738982704435/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_13.html)
22:58:39	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6222916534516043182/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6222916534516043182/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_11.html)
22:58:41	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4556779542213983678/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4556779542213983678/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_10.html)
22:58:43	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3062467882518034746/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3062467882518034746/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_8.html)
22:58:43	28898/28898	---M--	200	added ('OK')	image/jpeg	etag:%22veee%22	https://1.bp.blogspot.com/-6_Ei5kSmhgA/YTmUWcAXPyI/AAAAAAAADu0/5saLxA_smacoogL6WpS1VKZLLeGiWxDEgCLcBGAsYHQ/w400-h400/FB_IMG_1631163411720.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-6_Ei5kSmhgA/YTmUWcAXPyI/AAAAAAAADu0/5saLxA_smacoogL6WpS1VKZLLeGiWxDEgCLcBGAsYHQ/w400-h400/FB_IMG_1631163411720.jpg	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_8.html)
22:58:44	21233/21233	---M--	200	added ('OK')	image/jpeg	etag:%22veee%22	https://1.bp.blogspot.com/-6_Ei5kSmhgA/YTmUWcAXPyI/AAAAAAAADu0/5saLxA_smacoogL6WpS1VKZLLeGiWxDEgCLcBGAsYHQ/s540/FB_IMG_1631163411720.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-6_Ei5kSmhgA/YTmUWcAXPyI/AAAAAAAADu0/5saLxA_smacoogL6WpS1VKZLLeGiWxDEgCLcBGAsYHQ/s540/FB_IMG_1631163411720.jpg	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_8.html)
22:58:46	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1725889919828895600/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1725889919828895600/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_69.html)
22:58:48	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3039700477727653723/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3039700477727653723/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_67.html)
22:58:51	200407/200407	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-31T02:51:00-07:00&max-results=13&start=26&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search2463.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-04T20:16:00-07:00&max-results=13&start=13&by-date=false)
22:58:53	196445/196445	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-07T05:42:00-07:00&max-results=13&start=13&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search7d8c.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-10-05T00:26:00-07:00&max-results=13)
22:58:55	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6921218617738982142/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6921218617738982142/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_4.html)
22:58:57	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7318141334283409212/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7318141334283409212/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_43.html)
22:58:58	80451/80451	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Nov%202021%2016:58:58%20GMT	https://importanceofislambdforall.blogspot.com/2021/09/demo-to-prevent-copy-paste-on-blogger_files/googleapis.js	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/09/demo-to-prevent-copy-paste-on-blogger_files/googleapis.b0.delayed	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_43.html)
22:58:59	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2457386188656866235/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2457386188656866235/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_3.html)
22:59:01	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5904971272014035054/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5904971272014035054/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_74.html)
22:59:02	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8093758512290364311/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8093758512290364311/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_1.html)
22:59:03	22687/22687	---M--	200	added ('OK')	image/jpeg	etag:%22ved1%22	https://1.bp.blogspot.com/-vpSB_s8Xn2I/YTA-lW-SI6I/AAAAAAAADtA/Y-ChFxO85VENgfzEwJPH9A62k94XU_uAQCPcBGAYYCw/w640-h426/FB_IMG_1630551638120.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-vpSB_s8Xn2I/YTA-lW-SI6I/AAAAAAAADtA/Y-ChFxO85VENgfzEwJPH9A62k94XU_uAQCPcBGAYYCw/w640-h426/FB_IMG_1630551638120.jpg	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_1.html)
22:59:03	22687/22687	---M--	200	added ('OK')	image/jpeg	etag:%22ved1%22	https://1.bp.blogspot.com/-vpSB_s8Xn2I/YTA-lW-SI6I/AAAAAAAADtA/Y-ChFxO85VENgfzEwJPH9A62k94XU_uAQCPcBGAYYCw/s552/FB_IMG_1630551638120.jpg	D:/Websites/importanceofislam/1.bp.blogspot.com/-vpSB_s8Xn2I/YTA-lW-SI6I/AAAAAAAADtA/Y-ChFxO85VENgfzEwJPH9A62k94XU_uAQCPcBGAYYCw/s552/FB_IMG_1630551638120.jpg	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post_1.html)
22:59:04	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6984380391646115390/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6984380391646115390/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/09/blog-post.html)
22:59:06	197860/197860	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-27T01:55:00-07:00&max-results=13&start=13&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search5b0f.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-01T09:29:00-07:00&max-results=13)
22:59:07	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/3854727556716166194/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/3854727556716166194/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_62.html)
22:59:08	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/8683632313642172695/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/8683632313642172695/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/real-khan-sir-caught-ten-mistakes-in.html)
22:59:11	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7480458242608129760/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7480458242608129760/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_92.html)
22:59:12	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2973839937157664610/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2973839937157664610/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_11.html)
22:59:14	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5360538946229632373/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5360538946229632373/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/messenger.html)
22:59:16	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/7271559305682866207/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/7271559305682866207/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_28.html)
22:59:18	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/6104287604962968967/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/6104287604962968967/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_31.html)
22:59:20	103871/103871	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/haram-dress-for-male.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/haram-dress-for-male.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:21	103968/103968	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/who-are-they.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/who-are-they.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:23	103449/103449	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/islamic-quiz.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/islamic-quiz.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:25	108978/108978	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_45.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:25	114362/114362	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_24.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_24.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:27	105438/105438	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/how-do-dead-realize-they-are-dead.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/how-do-dead-realize-they-are-dead.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:29	104159/104159	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/2021/08/blog-post_23.html	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/2021/08/blog-post_23.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:31	178604/178604	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-23T08:01:00-07:00&max-results=13&start=13&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/searchfb57.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13)
22:59:32	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/9129106852573308918/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/9129106852573308918/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/the-hour-of-response-on-friday.html)
22:59:34	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2266997762098907073/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2266997762098907073/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/allaah-said-in-surat-ibrahim-verse-10.html)
22:59:36	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2350484621157669558/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2350484621157669558/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_8.html)
22:59:38	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2594729970627328310/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2594729970627328310/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/erectile-dysfunction.html)
22:59:40	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4056246710194413920/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4056246710194413920/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_74.html)
22:59:42	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/2631338508433835761/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/2631338508433835761/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_21.html)
22:59:44	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/4566121749381564744/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/4566121749381564744/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post.html)
22:59:46	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/1573371232585526720/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/1573371232585526720/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/blog-post_67.html)
22:59:48	1307/1307	---M-Z	200	added ('OK')	application/atom+xml	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	https://importanceofislambdforall.blogspot.com/feeds/5368505062088820401/comments/default	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/feeds/5368505062088820401/comments/default	(from https://importanceofislambdforall.blogspot.com/2021/08/what-bible-say-about-women.html)
22:59:51	195875/195875	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-25T21:17:00-07:00&max-results=13&start=39&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search9893.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-31T02:51:00-07:00&max-results=13&start=26&by-date=false)
22:59:53	200574/200574	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Nov%202021%2017:07:17%20GMT	https://importanceofislambdforall.blogspot.com/search?updated-max=2021-08-31T07:56:00-07:00&max-results=13&start=26&by-date=false	D:/Websites/importanceofislam/importanceofislambdforall.blogspot.com/search4b0a.html	(from https://importanceofislambdforall.blogspot.com/search?updated-max=2021-09-07T05:42:00-07:00&max-results=13&start=13&by-date=false)
